path_name,adj_p_val,overlapping_genes,-log10_pval,method,time_int,path_name_clean,n_sensors
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.0048615052277167555,"['HSPA1B', 'HSPA1A']",2.3132292429024783,foldChange,40,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
positive regulation of prostaglandin biosynthetic process (GO:0031394),0.0048615052277167555,"['IL1B', 'PTGS2']",2.3132292429024783,foldChange,40,Positive regulation of prostaglandin biosynthetic process ,2
positive regulation of T-helper 1 cell cytokine production (GO:2000556),0.0048615052277167555,"['IL1R1', 'IL1B']",2.3132292429024783,foldChange,40,Positive regulation of t-helper 1 cell cytokine production ,2
protein K29-linked deubiquitination (GO:0035523),0.0048615052277167555,"['TNFAIP3', 'YOD1']",2.3132292429024783,foldChange,40,Protein k29-linked deubiquitination ,2
positive regulation of cytokine production (GO:0001819),0.005443034145072658,"['IL1R1', 'IL1B', 'DDIT3', 'CHI3L1', 'ISG15', 'PTGS2', 'HSPA1B', 'HSPA1A']",2.2641589412717327,foldChange,40,Positive regulation of cytokine production ,8
regulation of mitotic metaphase/anaphase transition (GO:0030071),0.00558660341747004,"['CCNB1', 'DUSP1', 'UBE2C']",2.2528521572987774,foldChange,40,Regulation of mitotic metaphase/anaphase transition ,3
antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),0.005638642313563684,"['CXCL8', 'CXCL1', 'CXCL3', 'CXCL2']",2.2488254539437382,foldChange,40,Antimicrobial humoral immune response mediated by antimicrobial peptide ,4
steroid biosynthetic process (GO:0006694),0.005901184133421579,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7']",2.2290608339491556,foldChange,40,Steroid biosynthetic process ,4
positive regulation of erythrocyte differentiation (GO:0045648),0.005938882333371369,"['HMGB2', 'HSPA1B', 'HSPA1A']",2.226295279281617,foldChange,40,Positive regulation of erythrocyte differentiation ,3
cytoskeleton organization (GO:0007010),0.005938882333371369,"['DES', 'CCL7', 'TNFAIP3', 'CCL2', 'RND3']",2.226295279281617,foldChange,40,Cytoskeleton organization ,5
cellular response to interferon-gamma (GO:0071346),0.005938882333371369,"['CCL8', 'CCL7', 'OAS2', 'OAS3', 'CCL2']",2.226295279281617,foldChange,40,Cellular response to interferon-gamma ,5
regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001239),0.005938882333371369,"['IL1B', 'HSPA1B', 'HSPA1A']",2.226295279281617,foldChange,40,Regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
cellular heat acclimation (GO:0070370),0.005938882333371369,"['HSPA1B', 'HSPA1A']",2.226295279281617,foldChange,40,Cellular heat acclimation ,2
regulation of mitotic sister chromatid segregation (GO:0033047),0.005938882333371369,"['CCNB1', 'DUSP1']",2.226295279281617,foldChange,40,Regulation of mitotic sister chromatid segregation ,2
regulation of mitotic spindle checkpoint (GO:1903504),0.005938882333371369,"['CCNB1', 'DUSP1']",2.226295279281617,foldChange,40,Regulation of mitotic spindle checkpoint ,2
regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway (GO:0070432),0.005938882333371369,"['HSPA1B', 'HSPA1A']",2.226295279281617,foldChange,40,Regulation of nucleotide-binding oligomerization domain containing 2 signaling pathway ,2
positive regulation of fever generation (GO:0031622),0.005938882333371369,"['IL1B', 'PTGS2']",2.226295279281617,foldChange,40,Positive regulation of fever generation ,2
heat acclimation (GO:0010286),0.005938882333371369,"['HSPA1B', 'HSPA1A']",2.226295279281617,foldChange,40,Heat acclimation ,2
hexose import across plasma membrane (GO:0140271),0.005938882333371369,"['SLC2A1', 'SLC2A3']",2.226295279281617,foldChange,40,Hexose import across plasma membrane ,2
sterol metabolic process (GO:0016125),0.006707102045260478,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7']",2.173465086032035,foldChange,40,Sterol metabolic process ,4
positive regulation of cellular protein localization (GO:1903829),0.006996163467533411,"['NGFR', 'DTX3L', 'LIF', 'SLC5A3']",2.155140051649288,foldChange,40,Positive regulation of cellular protein localization ,4
positive regulation of ubiquitin-protein transferase activity (GO:0051443),0.0075506807066980305,"['CDC20', 'UBE2C', 'ARRDC3']",2.122013894220255,foldChange,40,Positive regulation of ubiquitin-protein transferase activity ,3
regulation of natural killer cell chemotaxis (GO:2000501),0.0075506807066980305,"['CCL7', 'CCL2']",2.122013894220255,foldChange,40,Regulation of natural killer cell chemotaxis ,2
regulation of prostaglandin biosynthetic process (GO:0031392),0.0075506807066980305,"['IL1B', 'PTGS2']",2.122013894220255,foldChange,40,Regulation of prostaglandin biosynthetic process ,2
hyaluronan biosynthetic process (GO:0030213),0.0075506807066980305,"['CEMIP', 'IL1B']",2.122013894220255,foldChange,40,Hyaluronan biosynthetic process ,2
positive regulation of microtubule nucleation (GO:0090063),0.0075506807066980305,"['HSPA1B', 'HSPA1A']",2.122013894220255,foldChange,40,Positive regulation of microtubule nucleation ,2
positive regulation of unsaturated fatty acid biosynthetic process (GO:2001280),0.0075506807066980305,"['IL1B', 'PTGS2']",2.122013894220255,foldChange,40,Positive regulation of unsaturated fatty acid biosynthetic process ,2
positive regulation of monocyte chemotactic protein-1 production (GO:0071639),0.009924492489295585,"['IL1B', 'OAS3']",2.0032916925984887,foldChange,40,Positive regulation of monocyte chemotactic protein-1 production ,2
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),0.00993889533868155,"['IL1B', 'TNFAIP3', 'HSPA1B', 'HSPA1A']",2.002661882702774,foldChange,40,Negative regulation of extrinsic apoptotic signaling pathway ,4
response to interferon-gamma (GO:0034341),0.00993889533868155,"['IFITM1', 'CCL8', 'CCL7', 'CCL2']",2.002661882702774,foldChange,40,Response to interferon-gamma ,4
cellular response to cytokine stimulus (GO:0071345),2.4315143716552133e-10,"['CSF3', 'CXCL8', 'CEBPD', 'DUSP1', 'IL1R1', 'IL24', 'LIF', 'CXCL1', 'IFIT1', 'PTGS2', 'CXCL2', 'SOCS3', 'SFRP1', 'CCL8', 'CCL7', 'IL1B', 'ANKRD1', 'CCL2', 'CHI3L1', 'HMOX1']",9.614123159156833,foldChange,48,Cellular response to cytokine stimulus ,20
cytokine-mediated signaling pathway (GO:0019221),2.4315143716552133e-10,"['CSF3', 'IFITM1', 'CXCL8', 'CEBPD', 'IL1R1', 'IL24', 'LIF', 'CXCL1', 'IFIT1', 'CXCL3', 'SOD2', 'PTGS2', 'CXCL2', 'NFKBIA', 'SOCS3', 'UGCG', 'CCL8', 'CCL7', 'IL1B', 'OAS3', 'CCL2', 'HMOX1']",9.614123159156833,foldChange,48,Cytokine-mediated signaling pathway ,22
secondary alcohol biosynthetic process (GO:1902653),1.0418540096329442e-07,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'HMGCR', 'DHCR7']",6.982193132526699,foldChange,48,Secondary alcohol biosynthetic process ,7
chemokine-mediated signaling pathway (GO:0070098),1.0418540096329442e-07,"['CXCL8', 'RBM15', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.982193132526699,foldChange,48,Chemokine-mediated signaling pathway ,8
cholesterol biosynthetic process (GO:0006695),1.0418540096329442e-07,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'HMGCR', 'DHCR7']",6.982193132526699,foldChange,48,Cholesterol biosynthetic process ,7
response to interleukin-1 (GO:0070555),1.0418540096329442e-07,"['SFRP1', 'CXCL8', 'CCL8', 'CCL7', 'IL1R1', 'IL1B', 'ANKRD1', 'CHI3L1', 'CCL2']",6.982193132526699,foldChange,48,Response to interleukin-1 ,9
cellular response to chemokine (GO:1990869),1.1969155296445847e-07,"['CXCL8', 'CCL8', 'CCL7', 'DUSP1', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.921936498134695,foldChange,48,Cellular response to chemokine ,8
sterol biosynthetic process (GO:0016126),1.2111250586570845e-07,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'HMGCR', 'DHCR7']",6.916811010052246,foldChange,48,Sterol biosynthetic process ,7
cellular response to molecule of bacterial origin (GO:0071219),9.429431231928299e-07,"['CXCL8', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",6.025514502414801,foldChange,48,Cellular response to molecule of bacterial origin ,9
cellular response to lipopolysaccharide (GO:0071222),1.2362853766898063e-06,"['CXCL8', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.907881267745545,foldChange,48,Cellular response to lipopolysaccharide ,9
cellular response to lipid (GO:0071396),1.598518920124433e-06,"['SFRP1', 'CXCL8', 'INSIG1', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.796282219037579,foldChange,48,Cellular response to lipid ,11
regulation of primary metabolic process (GO:0080090),2.056677371124426e-06,"['HELZ2', 'IDI1', 'HMGCS1', 'SCD', 'FASN', 'ODC1', 'DHCR7', 'HMGCR', 'LDLR']",5.686833830293469,foldChange,48,Regulation of primary metabolic process ,9
regulation of lipid metabolic process (GO:0019216),2.056677371124426e-06,"['HELZ2', 'IDI1', 'HMGCS1', 'SCD', 'IL1B', 'FASN', 'HMGCR', 'DHCR7']",5.686833830293469,foldChange,48,Regulation of lipid metabolic process ,8
neutrophil chemotaxis (GO:0030593),5.770743710765808e-06,"['CXCL8', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.238768213071648,foldChange,48,Neutrophil chemotaxis ,7
cellular response to oxygen-containing compound (GO:1901701),6.766091850294457e-06,"['JUN', 'SFRP1', 'CXCL8', 'INSIG1', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.169662110922072,foldChange,48,Cellular response to oxygen-containing compound ,12
granulocyte chemotaxis (GO:0071621),6.766091850294457e-06,"['CXCL8', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.169662110922072,foldChange,48,Granulocyte chemotaxis ,7
cellular response to interleukin-1 (GO:0071347),6.766091850294457e-06,"['NFKBIA', 'SFRP1', 'CCL8', 'CXCL8', 'CCL7', 'IL1R1', 'IL1B', 'ANKRD1', 'CCL2']",5.169662110922072,foldChange,48,Cellular response to interleukin-1 ,9
response to lipopolysaccharide (GO:0032496),7.875835893733854e-06,"['CXCL8', 'IL1B', 'HMGB2', 'ANKRD1', 'TNFAIP3', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.103703341694451,foldChange,48,Response to lipopolysaccharide ,9
cholesterol metabolic process (GO:0008203),7.875835893733854e-06,"['IDI1', 'HMGCS1', 'INSIG1', 'MSMO1', 'DHCR24', 'HMGCR', 'DHCR7']",5.103703341694451,foldChange,48,Cholesterol metabolic process ,7
neutrophil migration (GO:1990266),7.875835893733854e-06,"['CXCL8', 'CCL8', 'CCL7', 'CCL2', 'CXCL1', 'CXCL3', 'CXCL2']",5.103703341694451,foldChange,48,Neutrophil migration ,7
inflammatory response (GO:0006954),1.5336873539651428e-05,"['CCL8', 'CXCL8', 'CCL7', 'IL1B', 'CCL2', 'CHI3L1', 'PTX3', 'CXCL1', 'CXCL3', 'CXCL2']",4.814263163389893,foldChange,48,Inflammatory response ,10
negative regulation of cell population proliferation (GO:0008285),2.654312840381616e-05,"['FABP3', 'IFITM1', 'SFRP1', 'CXCL8', 'IL1B', 'TNFAIP3', 'HMOX1', 'CXCL1', 'SOD2', 'HSPA1B', 'SOX4', 'HSPA1A']",4.576047892004913,foldChange,48,Negative regulation of cell population proliferation ,12
negative regulation of multicellular organismal process (GO:0051241),7.593437407752939e-05,"['SFRP1', 'RGS2', 'GDF15', 'IL1B', 'DDIT3', 'ARRDC3', 'STC1', 'SPRY1', 'HMGCR']",4.119561582566169,foldChange,48,Negative regulation of multicellular organismal process ,9
response to tumor necrosis factor (GO:0034612),7.593437407752939e-05,"['SFRP1', 'CCL8', 'CXCL8', 'CCL7', 'ANKRD1', 'CCL2', 'CHI3L1']",4.119561582566169,foldChange,48,Response to tumor necrosis factor ,7
response to unfolded protein (GO:0006986),0.0002499346776750616,"['DDIT3', 'HSPA4L', 'HSPB3', 'HSPA1B', 'HSPA1A']",3.6021734826567062,foldChange,48,Response to unfolded protein ,5
negative regulation of protein ubiquitination (GO:0031397),0.0002905165546412392,"['DTX3L', 'TNFAIP3', 'SOX4', 'HSPA1B', 'HSPA1A']",3.536829114962145,foldChange,48,Negative regulation of protein ubiquitination ,5
regulation of cell population proliferation (GO:0042127),0.0002905165546412392,"['CSF3', 'JUN', 'IFITM1', 'CXCL8', 'LIF', 'HMGB2', 'CXCL1', 'SOD2', 'FABP3', 'SFRP1', 'IL1B', 'NAMPT', 'HSPA1B', 'SOX4', 'HSPA1A']",3.536829114962145,foldChange,48,Regulation of cell population proliferation ,15
cellular response to tumor necrosis factor (GO:0071356),0.0002905165546412392,"['NFKBIA', 'SFRP1', 'CCL8', 'CXCL8', 'CCL7', 'ANKRD1', 'CCL2', 'CHI3L1']",3.536829114962145,foldChange,48,Cellular response to tumor necrosis factor ,8
negative regulation of signal transduction (GO:0009968),0.00036974865835444153,"['NR4A2', 'SFRP1', 'RGS2', 'CXCL8', 'GDF15', 'IL1B', 'TNFAIP3', 'SPRY1', 'APCDD1']",3.432093393180481,foldChange,48,Negative regulation of signal transduction ,9
positive regulation of interleukin-8 production (GO:0032757),0.0006196995617045454,"['DDIT3', 'IL1B', 'CHI3L1', 'HSPA1B', 'HSPA1A']",3.2078188110140533,foldChange,48,Positive regulation of interleukin-8 production ,5
PERK-mediated unfolded protein response (GO:0036499),0.00086591215885887,"['CXCL8', 'DDIT3', 'CCL2']",3.062526162090957,foldChange,48,Perk-mediated unfolded protein response ,3
response to molecule of bacterial origin (GO:0002237),0.0013989449729775595,"['CXCL8', 'IL1B', 'HMGB2', 'TNFAIP3', 'CXCL2']",2.854199367997239,foldChange,48,Response to molecule of bacterial origin ,5
positive regulation of myeloid cell differentiation (GO:0045639),0.0014325056452459339,"['CSF3', 'HMGB2', 'HSPA1B', 'HSPA1A']",2.843903657881112,foldChange,48,Positive regulation of myeloid cell differentiation ,4
negative regulation of extrinsic apoptotic signaling pathway (GO:2001237),0.001999714369468446,"['IL1B', 'TNFAIP3', 'HMOX1', 'HSPA1B', 'HSPA1A']",2.6990320326472776,foldChange,48,Negative regulation of extrinsic apoptotic signaling pathway ,5
positive regulation of acute inflammatory response (GO:0002675),0.001999714369468446,"['IL1B', 'C2CD4A', 'PTGS2']",2.6990320326472776,foldChange,48,Positive regulation of acute inflammatory response ,3
integrated stress response signaling (GO:0140467),0.001999714369468446,"['CXCL8', 'DDIT3', 'CCL2']",2.6990320326472776,foldChange,48,Integrated stress response signaling ,3
regulation of interleukin-8 production (GO:0032677),0.001999714369468446,"['DDIT3', 'IL1B', 'CHI3L1', 'HSPA1B', 'HSPA1A']",2.6990320326472776,foldChange,48,Regulation of interleukin-8 production ,5
eosinophil chemotaxis (GO:0048245),0.002293939295213243,"['CCL8', 'CCL7', 'CCL2']",2.639418079068903,foldChange,48,Eosinophil chemotaxis ,3
eosinophil migration (GO:0072677),0.002293939295213243,"['CCL8', 'CCL7', 'CCL2']",2.639418079068903,foldChange,48,Eosinophil migration ,3
negative regulation of MAP kinase activity (GO:0043407),0.003338216548782645,"['RGS2', 'DUSP1', 'IL1B', 'SPRY1']",2.4764854942322847,foldChange,48,Negative regulation of map kinase activity ,4
positive regulation of hydrolase activity (GO:0051345),0.0034890019938565273,"['SFRP1', 'CCL8', 'CCL7', 'RGS16', 'HMGB2', 'CCL2']",2.4572987823659793,foldChange,48,Positive regulation of hydrolase activity ,6
organic hydroxy compound biosynthetic process (GO:1901617),0.0037341979934675117,"['INSIG1', 'MSMO1', 'HMGCR', 'DHCR7']",2.4278026587514954,foldChange,48,Organic hydroxy compound biosynthetic process ,4
negative regulation of cellular process (GO:0048523),0.003951394393194769,"['FABP3', 'IFITM1', 'SFRP1', 'CXCL8', 'DUSP1', 'IL1B', 'CXCL1', 'SOD2', 'HSPA1B', 'SOX4', 'HSPA1A']",2.403249620726061,foldChange,48,Negative regulation of cellular process ,11
glucose transmembrane transport (GO:1904659),0.004079441457379687,"['SLC2A1', 'SLC2A3', 'SLC5A3']",2.389399294896198,foldChange,48,Glucose transmembrane transport ,3
negative regulation of protein modification by small protein conjugation or removal (GO:1903321),0.0050635972301856565,"['TNFAIP3', 'SOX4', 'HSPA1B', 'HSPA1A']",2.295540846368358,foldChange,48,Negative regulation of protein modification by small protein conjugation or removal ,4
regulation of mitotic nuclear division (GO:0007088),0.005629133314454281,"['CCNB1', 'DUSP1', 'IL1B', 'MKI67']",2.249558465845704,foldChange,48,Regulation of mitotic nuclear division ,4
negative regulation of extrinsic apoptotic signaling pathway in absence of ligand (GO:2001240),0.005629133314454281,"['IL1B', 'HSPA1B', 'HSPA1A']",2.249558465845704,foldChange,48,Negative regulation of extrinsic apoptotic signaling pathway in absence of ligand ,3
negative regulation of signal transduction in absence of ligand (GO:1901099),0.005629133314454281,"['IL1B', 'HSPA1B', 'HSPA1A']",2.249558465845704,foldChange,48,Negative regulation of signal transduction in absence of ligand ,3
hexose transmembrane transport (GO:0008645),0.005629133314454281,"['SLC2A1', 'SLC2A3', 'SLC5A3']",2.249558465845704,foldChange,48,Hexose transmembrane transport ,3
regulation of fever generation (GO:0031620),0.005937989178051671,"['IL1B', 'PTGS2']",2.226360598238244,foldChange,48,Regulation of fever generation ,2
regulation of T-helper 1 cell cytokine production (GO:2000554),0.005937989178051671,"['IL1R1', 'IL1B']",2.226360598238244,foldChange,48,Regulation of t-helper 1 cell cytokine production ,2
glucose import across plasma membrane (GO:0098708),0.005937989178051671,"['SLC2A1', 'SLC2A3']",2.226360598238244,foldChange,48,Glucose import across plasma membrane ,2
positive regulation of heat generation (GO:0031652),0.005937989178051671,"['IL1B', 'PTGS2']",2.226360598238244,foldChange,48,Positive regulation of heat generation ,2
positive regulation of nucleotide-binding oligomerization domain containing signaling pathway (GO:0070426),0.005937989178051671,"['HSPA1B', 'HSPA1A']",2.226360598238244,foldChange,48,Positive regulation of nucleotide-binding oligomerization domain containing signaling pathway ,2
positive regulation of prostaglandin biosynthetic process (GO:0031394),0.005937989178051671,"['IL1B', 'PTGS2']",2.226360598238244,foldChange,48,Positive regulation of prostaglandin biosynthetic process ,2
positive regulation of T-helper 1 cell cytokine production (GO:2000556),0.005937989178051671,"['IL1R1', 'IL1B']",2.226360598238244,foldChange,48,Positive regulation of t-helper 1 cell cytokine production ,2
protein K29-linked deubiquitination (GO:0035523),0.005937989178051671,"['TNFAIP3', 'YOD1']",2.226360598238244,foldChange,48,Protein k29-linked deubiquitination ,2
positive regulation of cytokine production (GO:0001819),0.006631177843017607,"['IL1R1', 'IL1B', 'DDIT3', 'CHI3L1', 'HMOX1', 'PTGS2', 'HSPA1B', 'HSPA1A']",2.1784093244925344,foldChange,48,Positive regulation of cytokine production ,8
